customer_id,customer_name,customer_address,phone_number,email,valid_from,valid_to
1038,Eric Mathews,"818 David Mountains
Wolfton, RI 26711",223-941-9820x180,james57@hotmail.com,2023-03-22,9999-12-31
1089,Donna Morris,"83829 Michele Pike Apt. 088
Melissastad, CA 34903",+1-880-767-9115x68614,ldouglas@roach-chavez.com,2023-06-05,9999-12-31
1030,Deborah Mueller,"3311 Roberts Glens
Port Daltonmouth, ND 33114",(894)453-2442,chelseaellis@luna.org,2022-08-25,9999-12-31
1066,Vincent Nelson,"USS Henderson
FPO AP 87389",262.176.4956x738,dustin59@hotmail.com,2022-10-24,9999-12-31
1086,Anthony Ford,"0148 Lowery Estate Apt. 377
Lake Cindy, NC 32001",879-248-0686x56916,justinbailey@perez-smith.biz,2023-07-07,9999-12-31
1053,Nicholas Butler,"96161 Mark Creek Apt. 574
New Moniqueshire, OK 35904",130-645-0302x66302,hfrank@pope-rose.com,2022-10-21,9999-12-31
1060,Denise Parker,"26328 Hector Orchard Suite 735
New Charlesfurt, ME 57730",1577292803,carolgarrison@cobb.org,2023-07-17,9999-12-31
1056,Thomas Fleming,"64049 Megan Mews Suite 377
East Dianamouth, CT 09338",113.716.4320,watsonstacey@hotmail.com,2023-03-23,9999-12-31
1097,Gabriel Decker,"Unit 4050 Box 7535
DPO AE 13098",403.820.8864x0672,nguyenjennifer@peterson-mitchell.net,2022-09-29,9999-12-31
1088,Cole Rubio,"36623 Ramsey Mountains Apt. 234
South Carriemouth, WY 23697",8188179800,valenciaandrew@long.net,2022-09-08,9999-12-31
1048,Harold Vasquez,"6743 Cooper Ports Apt. 432
Smithton, WI 94915",001-258-362-6706x48787,sarahharris@gmail.com,2023-02-03,9999-12-31
1054,Jose Abbott,"506 Courtney Canyon Apt. 598
Devinmouth, DE 52302",278.414.2902x1796,charleshughes@gmail.com,2023-01-21,9999-12-31
1069,Andrew Collins,"37675 Spencer Alley
Chadmouth, TN 22521",765.885.9782x98684,daniel62@fields.info,2023-05-05,9999-12-31
1090,Mark Wong,"3642 Joshua Corner Apt. 327
South Chadstad, MO 95945",776-238-1119x1824,angela00@yahoo.com,2022-11-07,9999-12-31
1077,Cheryl Edwards,"95025 Martinez Drives
Port Tammyberg, OR 82927",660.870.4838x29938,zwallace@gmail.com,2023-03-20,9999-12-31
1026,Courtney Myers,"92730 Mccoy Ville Apt. 813
West Walterburgh, KY 26690",001-256-984-5119,qbarrett@yahoo.com,2023-05-24,9999-12-31
1074,David Bryant,"191 Kelly Terrace Apt. 686
Taylorville, NY 06351",001-430-265-0785x245,mwilkinson@johnson.net,2022-08-19,9999-12-31
1039,Michael Todd,"2620 Tyler Mill Suite 442
Thompsonhaven, NY 60834",153.085.8257x513,heatherreese@diaz-greene.org,2023-02-01,9999-12-31
1015,John Allison,"165 Jasmine Square
Weaverbury, GA 77553",001-415-337-2883x8689,johnmoore@hotmail.com,2023-04-25,9999-12-31
1013,Willie Smith,"16468 Williams Ports
Lake Tylerfurt, IA 97660",(469)888-4572x704,barrylee@gmail.com,2023-05-25,9999-12-31
1017,Pamela Perkins,"5651 Pearson Trail Suite 285
Lake Tyler, NJ 06477",001-477-494-9842x168,vasquezchristina@peters.net,2023-06-05,9999-12-31
1083,Sean Norman,"843 Martin Shoal
Lake Andreaville, TN 85585",001-470-296-8420x0655,ksnow@richardson.biz,2023-06-07,9999-12-31
1023,Natalie Pennington,"4969 Lewis Port
Port Catherineview, MN 78390",(195)327-1676,ramosnatalie@stout-moses.net,2023-02-23,9999-12-31
1050,Suzanne Nelson,"58493 Colin Stream Apt. 787
Port Laurieburgh, FL 26451",+1-800-386-9692x065,jasonthomas@gray.com,2023-07-07,9999-12-31
1005,Lisa Wilson,"324 Smith Springs
Lake Kathleen, MI 46779",001-398-400-0662x13884,plynn@singh.com,2022-11-13,9999-12-31
1035,Peter Lopez,"202 Macdonald Mountain Suite 452
North Ashleyhaven, IN 48938",(283)270-6720,carpenterdylan@bates-roberts.org,2023-06-28,9999-12-31
1095,Melissa Jackson,"00726 Sean Mountain Suite 299
East Juan, WV 15026",(228)445-6060x3013,jennifergaines@ray.com,2022-08-15,9999-12-31
1079,Ruben Parrish,"02681 Jones Harbors
South Kristina, LA 87175",252.977.2962,cbrowning@english.biz,2023-02-28,9999-12-31
1098,Sarah Alexander,"1811 Lisa Lake
Christopherstad, NC 00601",4675134336,zwest@boyd-torres.com,2022-07-30,9999-12-31
1003,Marissa Blair,"370 Rodriguez Station Suite 432
Jenkinsmouth, NY 12919",+1-009-154-3329x478,dschwartz@gmail.com,2022-11-04,9999-12-31
1064,Brandon Merritt,"2491 Jason Fields
West Michaelbury, DC 20290",854-351-7495x6687,sean50@yahoo.com,2022-12-10,9999-12-31
1085,Candace Smith,"327 James Lakes Suite 476
West Kyle, IL 49672",(076)686-6167x055,cassidymiller@stewart.com,2022-08-10,9999-12-31
1014,John Peterson,"25762 Jill Key
Leslieport, IL 26675",+1-629-094-4637,gjoseph@jennings.com,2023-04-17,9999-12-31
1019,Paul Jones,"7793 White Plains Apt. 667
Smithfort, MD 39017",7012178815,darren45@morales-roberts.com,2022-11-09,9999-12-31
1002,Belinda Walsh,"811 Daniel Crescent
Vaughnland, DE 12902",(124)398-7985x7797,theresa38@murphy.com,2022-11-22,9999-12-31
1096,Jodi Brown,"86107 Tyler Plains Apt. 190
New Benjaminburgh, WI 37527",001-710-270-0166x23248,clayton58@morris-estrada.com,2022-09-20,9999-12-31
1012,Jason Bowman,"07748 Wiggins Park
Hallport, MD 39640",696.318.3009x3705,tcooke@yahoo.com,2022-10-04,9999-12-31
1067,Thomas Bautista,"454 Nathan Skyway
West Matthew, MN 39102",(549)528-0623x24086,vtrujillo@randall.com,2023-01-09,9999-12-31
1001,Elizabeth Olson,"05736 Trevor Ville Suite 638
Robertton, OR 38207",260.694.4065x215,tammy97@cobb-clarke.com,2022-09-22,9999-12-31
1020,Madison Burns,"51141 Hart Locks Suite 297
Erinmouth, WY 80641",(076)048-2458,xdoyle@peck-salas.biz,2023-07-11,9999-12-31
1043,Jennifer Berry,"049 Ford Radial
Port Jimmy, MO 06619",001-155-136-4225x03698,amanda86@reese-alvarado.com,2022-08-20,9999-12-31
1087,Laura Gaines,"PSC 1657, Box 0716
APO AA 53357",220.591.8219,linda44@gmail.com,2023-07-08,9999-12-31
1009,Bridget Morris,"2915 Theresa Lakes Suite 127
Rachelberg, NY 70405",(362)855-0710x194,fharris@gmail.com,2023-01-30,9999-12-31
1070,Alexander Franklin,"66072 Mosley Rapids Suite 380
South Adrienneburgh, UT 96769",309.907.9642,pbenson@cruz.net,2022-08-25,9999-12-31
1058,Rachel Ward,"04357 Joseph Rapids
Lake Jamesbury, KY 79474",+1-252-289-2233x5717,zlong@hotmail.com,2023-01-31,9999-12-31
1059,Alicia Saunders,"462 Michael Glen
Josephberg, DC 93372",907-146-7133,jessewatson@hotmail.com,2022-08-04,9999-12-31
1065,Alyssa Cruz,"797 Rachel Vista
Robertborough, NV 89566",162.434.5015x916,dnavarro@ford-bell.com,2023-01-21,9999-12-31
